epoch,mean_R,mean_R_train,overall_max_R,max_R,best_prog_complexity,mean_complexity,loss,n_physical,n_rewarded,best_prog_of_epoch,overall_best_prog,best_prog_of_epoch_prefix,overall_best_prog_prefix,best_prog_of_epoch_free_const,overall_best_prog_free_const
61,0.17315407029937213,0.5091682550013639,0.5657382463474315,0.5552104299133199,11.0,18.4597,0.14198200454457963,4834,4556,(((c00*((r+(cos(1.0)*Er))+c00)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt mul c00 add add r mul cos 1.0 Er c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.668181 1.      ],[0.51297919 1.        ]
62,0.18248121470723194,0.5106033128368856,0.5657382463474315,0.5461827622277646,10.0,18.1255,0.1621206078439385,5035,4771,(((1.0*((c00*c00)+(Er*c00))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt mul 1.0 add mul c00 c00 mul Er c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.68812135 1.        ],[0.51297919 1.        ]
63,0.18679930066279427,0.5115700068800052,0.5657382463474315,0.5588631615678117,9.0,17.8766,0.18479103973810723,5126,4872,(((rou*(Er+(sin(1.0)*c00))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt mul rou add Er mul sin 1.0 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.67181157 1.        ],[0.51297919 1.        ]
64,0.19520283295257804,0.5122248769449677,0.5657382463474315,0.548300515564657,17.0,17.2685,0.19025842172877291,5424,5118,(log(cos(((((1.0+(-(c00)*((-(Er))**(-1)))))**(-1))+exp(1.0))))/((c00)**(-1))),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[div log cos add inv add 1.0 mul neg c00 inv neg Er exp 1.0 inv c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[-6.84712992  1.        ],[0.51297919 1.        ]
65,0.20269978532486693,0.512484385446751,0.5657382463474315,0.5487723883684088,22.0,16.9164,0.20565385930366709,5550,5247,(cos(((Er*(-((((((c00-Er)+c00))**(-1))--(((Er)**(-1)))))+(1.0/Er)))+1.0))*c00),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),"[mul cos add mul Er add neg sub inv add sub c00 Er c00 neg inv Er div 1.0
 Er 1.0 c00]",[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[1.21127226 1.        ],[0.51297919 1.        ]
66,0.20742421771808814,0.5136736719923944,0.5657382463474315,0.5525096094834686,9.0,16.785,0.21835649527557283,5674,5341,((((M*1.0)*-((Er+c00))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt mul mul M 1.0 neg add Er c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.50373923 1.        ],[0.51297919 1.        ]
67,0.21066722186179804,0.5131181887157941,0.5657382463474315,0.54975884805403,18.0,16.6968,0.2120251990891734,5775,5397,((((cos(((1.0)**(-1)))*(Er*(1.0*Er)))+((c00*c00)+(c00*Er))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt add mul cos inv 1.0 mul Er mul 1.0 Er add mul c00 c00 mul c00 Er],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.63267416 1.        ],[0.51297919 1.        ]
68,0.21188752667753774,0.516083833206795,0.5657382463474315,0.5525096094834686,6.0,16.7613,0.2650064577445999,5796,5436,(((M*(Er+c00)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt mul M add Er c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.50373923 1.        ],[0.51297919 1.        ]
69,0.228364362384278,0.5179073220581393,0.5657382463474315,0.550279724041571,15.0,15.9483,0.2687548923847939,6208,5850,(c00-((c00*cos(1.0))*cos(((Er*-(((c00)**(-1))))-1.0)))),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sub c00 mul mul c00 cos 1.0 cos sub mul Er neg inv c00 1.0],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.91238111 1.        ],[0.51297919 1.        ]
70,0.24305173911472472,0.5188299961058882,0.5657382463474315,0.5462445318245922,21.0,15.3575,0.2812656003377166,6483,6171,-((c00+((sin(1.0)*((((1.0+sin(1.0))*((c00*Er)+(c00*c00))))**(0.5)))+c00))),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),"[neg add c00 add mul sin 1.0 sqrt mul add 1.0 sin 1.0 add mul c00 Er mul
 c00 c00 c00]",[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[-0.74125392  1.        ],[0.51297919 1.        ]
71,0.24922086194751442,0.521566432162107,0.5657382463474315,0.5495170042093406,12.0,15.2345,0.31523591807837953,6621,6280,(((((Er*cos(((1.0)**(-1))))+M)*(c00+Er)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt mul add mul Er cos inv 1.0 M add c00 Er],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.59221994 1.        ],[0.51297919 1.        ]
72,0.25434786493289113,0.5253479120662269,0.5657382463474315,0.5516563207628733,22.0,15.1489,0.3883342166367948,6711,6351,((((-((Er*(cos((1.0+1.0))*(Er*1.0))))+(1.0*(Er*c00)))+(c00*c00)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),"[sqrt add add neg mul Er mul cos add 1.0 1.0 mul Er 1.0 mul 1.0 mul Er c00
 mul c00 c00]",[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.64395754 1.        ],[0.51297919 1.        ]
73,0.26883940761801123,0.5291887343635112,0.5657382463474315,0.5461827622277646,9.0,14.6373,0.42050708398326153,6981,6600,((-(((Er*c00)+(c00*c00))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt neg add mul Er c00 mul c00 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.68812135 1.        ],[0.51297919 1.        ]
74,0.2888575537022025,0.5324130773500813,0.5657382463474315,0.5602908520878561,12.0,13.7089,0.42936579218721965,7312,6984,(((M*((((c00*c00))**(0.5))+(Er*sin(1.0)))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt mul M add sqrt mul c00 c00 mul Er sin 1.0],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.52981504 1.        ],[0.51297919 1.        ]
75,0.3047473267739025,0.5399677969099513,0.5657382463474315,0.5535806806384806,19.0,12.915,0.3075253638067278,7661,7286,(c00/((cos((1.0+-((1.0+1.0))))+(Er*(1.0*-(((c00)**(-1))))))+1.0)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),"[div c00 add add cos add 1.0 neg add 1.0 1.0 mul Er mul 1.0 neg inv c00
 1.0]",[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.9564787 1.       ],[0.51297919 1.        ]
76,0.30948929435657063,0.5420583508256468,0.5657382463474315,0.5461827622277646,8.0,12.6368,0.1189323688893204,7740,7351,((((Er*c00)+(c00*c00)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt add mul Er c00 mul c00 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.68812135 1.        ],[0.51297919 1.        ]
77,0.31515779993360593,0.5428597588041251,0.5657382463474315,0.5461827622277646,10.0,12.3015,0.03366367724303905,7837,7480,(((c00*((cos(log(1.0))*c00)+Er)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt mul c00 add mul cos log 1.0 c00 Er],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.68812135 1.        ],[0.51297919 1.        ]
78,0.3221996451623226,0.5431287480686746,0.5657382463474315,0.5538996518373768,12.0,12.1781,-0.019749558807568582,7907,7527,((((c00*-(c00))+-(((r+Er)*c00))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt add mul c00 neg c00 neg mul add r Er c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.62195104 1.        ],[0.51297919 1.        ]
79,0.3188607197494195,0.5431403375432037,0.5657382463474315,0.5506010224694535,16.0,12.1503,-0.019193662141116175,7816,7435,(cos(1.0)/(c00/((Er*c00)+((Er*Er)+(c00*c00))))),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[div cos 1.0 div c00 add mul Er c00 add mul Er Er mul c00 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[1.11148223 1.        ],[0.51297919 1.        ]
80,0.32322957713065864,0.5430537350350696,0.5657382463474315,0.5501892871159223,17.0,12.0356,-0.0198809391921049,7874,7521,((((cos(1.0)*((Er*Er)+(c00*c00)))+(1.0*(c00*Er))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt add mul cos 1.0 add mul Er Er mul c00 c00 mul 1.0 mul c00 Er],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.86613434 1.        ],[0.51297919 1.        ]
81,0.3181180233730455,0.5431621955609094,0.5657382463474315,0.54975884805403,18.0,12.4179,-0.018043217308746494,7722,7336,((-((((Er*cos(1.0))*(Er*1.0))+((Er*c00)+(c00*c00)))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt neg add mul mul Er cos 1.0 mul Er 1.0 add mul Er c00 mul c00 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.63267416 1.        ],[0.51297919 1.        ]
82,0.3119758397194932,0.5430701896009551,0.5657382463474315,0.550279724041571,13.0,12.5619,-0.019224306125676254,7619,7233,(c00-((cos(1.0)*cos(((Er/c00)+1.0)))*c00)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sub c00 mul mul cos 1.0 cos add div Er c00 1.0 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.91238111 1.        ],[0.51297919 1.        ]
83,0.2995821991376426,0.543184527338767,0.5657382463474315,0.54975884805403,18.0,13.1572,-0.017193232458727885,7319,6897,((-((((Er*(cos(1.0)*Er))+(c00*c00))+(1.0*(Er*c00)))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt neg add add mul Er mul cos 1.0 Er mul c00 c00 mul 1.0 mul Er c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.63267416 1.        ],[0.51297919 1.        ]
84,0.2942293823304584,0.5431504947898379,0.5657382463474315,0.5538996518373768,12.0,13.3574,-0.017637071731869174,7263,6814,((((c00*c00)+((c00*r)+(Er*c00))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt add mul c00 c00 add mul c00 r mul Er c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.62195104 1.        ],[0.51297919 1.        ]
85,0.2872985223484224,0.5432332090484234,0.5657382463474315,0.54975884805403,15.0,13.7647,-0.017224519567605238,7033,6655,(((((Er*(Er*cos(1.0)))+(c00*Er))+(c00*c00)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt add add mul Er mul Er cos 1.0 mul c00 Er mul c00 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.63267416 1.        ],[0.51297919 1.        ]
86,0.27433503060958786,0.5431940135091157,0.5657382463474315,0.5538996518373768,8.0,14.2126,-0.01762907396352132,6835,6397,(((c00*(r+(Er+c00))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt mul c00 add r add Er c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.62195104 1.        ],[0.51297919 1.        ]
87,0.26162903309438573,0.5431381598509342,0.5657382463474315,0.5461827622277646,8.0,14.9003,-0.01907632715370515,6492,6136,((((c00*c00)+(c00*Er)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt add mul c00 c00 mul c00 Er],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.68812135 1.        ],[0.51297919 1.        ]
88,0.24915667059220536,0.5427757729258745,0.5657382463474315,0.5538996518373768,18.0,15.3594,0.03430439512117223,6294,5891,((((((c00+c00)*c00)+((c00*r)+(c00*Er)))-(c00*c00)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt sub add mul add c00 c00 c00 add mul c00 r mul c00 Er mul c00 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.62195104 1.        ],[0.51297919 1.        ]
89,0.2585505872252947,0.542835423284218,0.5657382463474315,0.5461827622277646,14.0,15.0527,0.03337593818041579,6486,6105,(((((c00*c00)+((Er-Er)*Er))+(Er*c00)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt add add mul c00 c00 mul sub Er Er Er mul Er c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.68812135 1.        ],[0.51297919 1.        ]
90,0.2716763729259908,0.5427999234986444,0.5657382463474315,0.54975884805403,15.0,14.5334,0.03713632912680621,6833,6466,((((cos(1.0)*(Er*Er))+((c00*Er)+(c00*c00))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt add mul cos 1.0 mul Er Er add mul c00 Er mul c00 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.63267416 1.        ],[0.51297919 1.        ]
91,0.2844189238647564,0.5429615917343215,0.5657382463474315,0.5525096094834686,6.0,13.7955,0.03753462463666609,7186,6764,(((M*(Er+c00)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt mul M add Er c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.50373923 1.        ],[0.51297919 1.        ]
92,0.2969248845593276,0.5432215217984085,0.5657382463474315,0.5480037435661512,23.0,13.2772,-0.019690347222001824,7449,7029,(c00+(Er*cos(-(((c00*(-(Er)*-(((-(((Er*Er)+(c00*c00))))**(-1)))))+1.0))))),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),"[add c00 mul Er cos neg add mul c00 mul neg Er neg inv neg add mul Er Er
 mul c00 c00 1.0]",[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.5655342 1.       ],[0.51297919 1.        ]
93,0.3013231225804138,0.5431221899063924,0.5657382463474315,0.5461827622277646,9.0,13.1534,0.008770441527032866,7545,7154,((((c00+Er)*(((c00*c00))**(0.5))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt mul add c00 Er sqrt mul c00 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.68812135 1.        ],[0.51297919 1.        ]
94,0.29959380152517096,0.5431266265290071,0.5657382463474315,0.54975884805403,17.0,12.9557,-0.02105722658482897,7637,7152,((((c00*(Er+c00))-(1.0*(cos(((1.0)**(-1)))*-((Er*Er))))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt sub mul c00 add Er c00 mul 1.0 mul cos inv 1.0 neg mul Er Er],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.63267416 1.        ],[0.51297919 1.        ]
95,0.29472944523143696,0.5429804076465314,0.5657382463474315,0.5512828872911055,17.0,13.3107,0.035155429850154234,7478,7041,(((((Er*(c00+Er))-(cos(1.0)*(Er*Er)))+(c00*c00)))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt add sub mul Er add c00 Er mul cos 1.0 mul Er Er mul c00 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.63979086 1.        ],[0.51297919 1.        ]
96,0.2979181915919462,0.5416790926583208,0.5657382463474315,0.5491612313807888,18.0,13.073,0.15304098515990525,7637,7097,(c00-(((-((sin(((-(1.0))**(0.5)))*((c00*c00)-(c00*Er)))))**(0.5))-c00)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sub c00 sub sqrt neg mul sin sqrt neg 1.0 sub mul c00 c00 mul c00 Er c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.60146762 1.        ],[0.51297919 1.        ]
97,0.30378156428495545,0.543127056983078,0.5657382463474315,0.550821118650535,23.0,12.7916,0.023426515327042572,7840,7254,(((((cos(((((1.0)**(0.5)))**(-1)))*(((c00*Er)-(c00*c00))+(Er*c00)))-(Er*Er)))**(0.5))+Er),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),"[add sqrt sub mul cos inv sqrt 1.0 add sub mul c00 Er mul c00 c00 mul Er
 c00 mul Er Er Er]",[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.81773827 1.        ],[0.51297919 1.        ]
98,0.3049183231592999,0.5431046827962676,0.5657382463474315,0.5461827622277646,13.0,12.6185,-0.022339158989449163,7965,7268,(((-((c00*c00))-(cos(log(1.0))*(c00*Er))))**(0.5)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sqrt sub neg mul c00 c00 mul cos log 1.0 mul c00 Er],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[0.68812135 1.        ],[0.51297919 1.        ]
99,0.3055123322782099,0.5431301040447631,0.5657382463474315,0.5505822333115961,14.0,12.569,-0.022171760203747577,7996,7287,((Er*cos((((c00*(((Er)**(-1))--(((c00)**(-1))))))**(0.5))))-c00),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),[sub mul Er cos sqrt mul c00 sub inv Er neg inv c00 c00],[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[-0.56676105  1.        ],[0.51297919 1.        ]
100,0.30158217443055374,0.5432291789350487,0.5657382463474315,0.551596105560052,20.0,12.6734,-0.020090306898422852,8021,7205,(((cos(1.0)*Er)-c00)+((cos(1.0)*((((c00*c00)+(c00*Er)))**(0.5)))-c00)),(((rou*(c00+((((cos(1.0))**(0.5))*Er)*1.0))))**(0.5)),"[add sub mul cos 1.0 Er c00 sub mul cos 1.0 sqrt add mul c00 c00 mul c00
 Er c00]",[sqrt mul rou add c00 mul mul sqrt cos 1.0 Er 1.0],[-0.25566237  1.        ],[0.51297919 1.        ]
