iter	Passed	Remaining
187	1823	3026
188	1832	3015
189	1842	3005
190	1853	2997
191	1862	2987
192	1871	2977
193	1880	2966
194	1890	2956
195	1898	2944
196	1907	2934
197	1916	2923
198	1926	2913
199	1935	2903
200	1945	2893
201	1955	2885
202	1964	2874
203	1974	2865
204	1983	2853
205	1992	2844
206	2001	2832
207	2010	2822
208	2019	2812
209	2028	2801
210	2037	2791
211	2046	2780
212	2056	2771
213	2066	2761
214	2075	2751
215	2077	2732
216	2088	2723
217	2096	2712
218	2105	2701
219	2114	2691
220	2123	2680
221	2132	2670
222	2141	2659
223	2143	2641
224	2153	2631
225	2162	2621
226	2171	2611
227	2181	2602
228	2190	2592
229	2199	2582
230	2208	2571
231	2218	2562
232	2226	2551
233	2236	2542
234	2246	2532
235	2256	2524
236	2266	2515
237	2276	2506
238	2288	2498
239	2297	2488
240	2306	2478
241	2315	2468
242	2324	2458
243	2327	2441
244	2337	2432
245	2346	2422
246	2355	2412
247	2364	2402
248	2374	2393
249	2384	2384
250	2393	2374
251	2404	2366
252	2413	2356
253	2423	2347
254	2432	2337
255	2441	2327
256	2451	2318
257	2460	2307
258	2469	2297
259	2477	2287
260	2487	2278
261	2497	2268
262	2505	2258
263	2515	2248
264	2523	2238
265	2532	2228
266	2541	2218
267	2542	2201
268	2552	2192
269	2561	2181
270	2569	2171
271	2578	2161
272	2587	2151
273	2596	2141
274	2605	2132
275	2615	2122
276	2623	2112
277	2632	2102
278	2641	2091
279	2650	2082
280	2658	2072
281	2661	2057
282	2670	2047
283	2679	2037
284	2688	2027
285	2697	2018
286	2706	2008
287	2715	1999
288	2724	1988
289	2733	1979
290	2741	1969
291	2750	1959
292	2759	1949
293	2767	1939
294	2776	1929
295	2781	1917
296	2790	1907
297	2800	1898
298	2809	1888
299	2817	1878
300	2826	1868
301	2835	1859
302	2844	1849
303	2852	1839
304	2862	1829
305	2870	1819
306	2880	1810
307	2888	1800
308	2898	1791
309	2907	1781
310	2916	1772
311	2925	1762
312	2934	1753
313	2943	1743
314	2952	1734
315	2962	1724
316	2971	1715
317	2980	1705
318	2989	1696
319	2998	1686
320	3007	1676
321	3016	1667
322	3024	1657
323	3033	1647
324	3042	1638
325	3045	1625
326	3053	1615
327	3062	1605
328	3071	1596
329	3080	1586
330	3089	1577
331	3097	1567
332	3107	1558
333	3115	1548
334	3124	1539
335	3133	1529
336	3143	1520
337	3152	1510
338	3160	1501
339	3169	1491
340	3178	1481
341	3186	1472
342	3195	1462
343	3205	1453
344	3213	1443
345	3222	1434
346	3232	1425
347	3241	1415
348	3242	1402
349	3251	1393
350	3260	1383
351	3269	1374
352	3278	1365
353	3287	1355
354	3296	1346
355	3298	1334
356	3308	1325
357	3318	1316
358	3327	1307
359	3337	1297
360	3345	1288
361	3346	1275
362	3356	1266
363	3365	1257
364	3375	1248
365	3384	1239
366	3393	1229
367	3403	1220
368	3413	1211
369	3422	1202
370	3431	1193
371	3441	1184
372	3450	1174
373	3459	1165
374	3467	1155
375	3476	1146
376	3485	1137
377	3494	1127
378	3502	1118
379	3503	1106
380	3513	1097
381	3522	1088
382	3531	1078
383	3540	1069
384	3549	1060
385	3558	1050
386	3567	1041
387	3575	1032
388	3585	1023
389	3593	1013
390	3595	1002
391	3604	993
392	3614	984
393	3624	975
394	3635	966
395	3637	955
396	3638	943
397	3647	934
398	3657	925
399	3666	916
400	3675	907
401	3684	898
402	3693	889
403	3703	880
404	3712	870
405	3722	861
406	3732	852
407	3741	843
408	3751	834
409	3760	825
410	3770	816
411	3779	807
412	3789	798
413	3799	789
414	3807	779
415	3817	770
416	3826	761
417	3831	751
418	3841	742
419	3851	733
420	3860	724
421	3870	715
422	3879	706
423	3889	697
424	3897	687
425	3906	678
426	3915	669
427	3924	660
428	3934	651
429	3943	641
430	3953	632
431	3962	623
432	3970	614
433	3980	605
434	3988	596
435	3999	587
436	4008	577
437	4016	568
438	4017	558
439	4026	549
440	4037	540
441	4047	531
442	4056	521
443	4065	512
444	4074	503
445	4084	494
446	4093	485
447	4102	476
448	4103	466
449	4113	457
450	4122	447
451	4132	438
452	4142	429
453	4151	420
454	4160	411
455	4169	402
456	4178	393
457	4187	384
458	4197	374
459	4206	365
460	4216	356
461	4225	347
462	4234	338
463	4243	329
464	4252	320
465	4262	310
466	4271	301
467	4272	292
468	4281	283
469	4290	273
470	4299	264
471	4308	255
472	4317	246
473	4326	237
474	4336	228
475	4346	219
476	4355	210
477	4366	200
478	4376	191
479	4385	182
480	4395	173
481	4404	164
482	4415	155
483	4417	146
484	4429	136
485	4437	127
486	4447	118
487	4449	109
488	4458	100
489	4467	91
490	4476	82
491	4485	72
492	4494	63
493	4503	54
494	4512	45
495	4521	36
496	4530	27
497	4539	18
498	4548	9
499	4557	0
