iter	RMSE
0	0.3170353092
1	0.2899405266
2	0.2666173891
3	0.246304951
4	0.225564148
5	0.2151130538
6	0.1993143623
7	0.190493615
8	0.1797768578
9	0.1731297125
10	0.166278816
11	0.161785626
12	0.1541093098
13	0.1505278246
14	0.1470707602
15	0.1423697263
16	0.1389531771
17	0.134509462
18	0.1310654196
19	0.127518808
20	0.1252921932
21	0.1229510776
22	0.1195015559
23	0.1168282074
24	0.1136071799
25	0.1116751127
26	0.1100145732
27	0.1074915039
28	0.1056329977
29	0.1018038023
30	0.09918152386
31	0.09750073059
32	0.09392388019
33	0.09201396172
34	0.0893468673
35	0.0880024673
36	0.08706230937
37	0.08640022177
38	0.08523028021
39	0.0820703374
40	0.08145392489
41	0.07997805723
42	0.07857955036
43	0.07597189091
44	0.07418570538
45	0.07285056663
46	0.07177981079
47	0.06972017311
48	0.06873765472
49	0.06720000837
50	0.06615379876
51	0.06537902869
52	0.0648407953
53	0.06378677351
54	0.06278845724
55	0.06092925051
56	0.05948697381
57	0.05824483744
58	0.05639802529
59	0.05580983213
60	0.05527662317
61	0.0544336152
62	0.05350817781
63	0.05227255551
64	0.05159543062
65	0.05052609114
66	0.0500763799
67	0.04898814893
68	0.04853554415
69	0.04800981913
70	0.04730908792
71	0.04695381185
72	0.04556528778
73	0.04439332217
74	0.04429411864
75	0.04370361457
76	0.04336649581
77	0.04276631193
78	0.0419024415
79	0.04138373024
80	0.04019437142
81	0.03981341089
82	0.03917044604
83	0.03905644992
84	0.03859919303
85	0.03760350328
86	0.03718846268
87	0.03670245924
88	0.03622775255
89	0.03601884791
90	0.0355293828
91	0.03477250018
92	0.03399972277
93	0.03341928813
94	0.03288150393
95	0.03279194547
96	0.03219642972
97	0.03131220861
98	0.03103096863
99	0.03095649012
100	0.03070977329
101	0.02998626077
102	0.02967784118
103	0.02941885265
104	0.02869975144
105	0.02865502125
106	0.02861638759
107	0.02790831863
108	0.02760663579
109	0.02728876578
110	0.02687203325
111	0.02674400666
112	0.02612953426
113	0.02601321331
114	0.02581653159
115	0.02539310543
116	0.02510028993
117	0.02502808743
118	0.02466325828
119	0.02449565516
120	0.02408852803
121	0.02374488786
122	0.02352900133
123	0.0232154697
124	0.02296782053
125	0.0227135241
126	0.02243659193
127	0.02213043824
128	0.02205933049
129	0.02166439665
130	0.02139849332
131	0.0212555771
132	0.02082357194
133	0.02072464425
134	0.0206405413
135	0.02030324258
136	0.02015417952
137	0.01968394182
138	0.01959045496
139	0.01936561293
140	0.01883231412
141	0.01852822511
142	0.01837411419
143	0.01823132514
144	0.01796810302
145	0.01781332095
146	0.0176371425
147	0.01726298334
148	0.01681383555
149	0.01664585631
150	0.01660797403
151	0.01655219396
152	0.01640030011
153	0.01627437833
154	0.01609931384
155	0.01591300323
156	0.01556036977
157	0.01543704304
158	0.01529379377
159	0.01501292142
160	0.01475975235
161	0.0145774698
162	0.01447202728
163	0.01395962974
164	0.013582421
165	0.01343550866
166	0.01304631574
167	0.0127263147
168	0.0126200532
169	0.01245768368
170	0.01231721454
171	0.01213962401
172	0.01202110874
173	0.01190668484
174	0.01178482463
175	0.01164362397
176	0.0114442892
177	0.0113458521
178	0.01122223624
179	0.01103621405
180	0.01093316913
181	0.01085862238
182	0.01083389569
183	0.01075389811
184	0.01067465115
185	0.01060962424
186	0.01055247787
187	0.01045201011
188	0.01038323072
189	0.01025334574
190	0.01012581038
191	0.009832187802
192	0.00966381884
193	0.009501394744
194	0.009418282068
195	0.009351827624
196	0.009284028249
197	0.009215277073
198	0.008966114828
199	0.008894598808
200	0.008684193693
201	0.008589227999
202	0.008505113401
203	0.00830339168
204	0.008252862751
205	0.008166763508
206	0.008140353827
207	0.0081033559
208	0.008037879689
209	0.007867775972
210	0.007766374404
211	0.007558959905
212	0.007478752758
213	0.007300339613
214	0.007282217543
215	0.007166695319
216	0.007036794841
217	0.007002465724
218	0.006946379887
219	0.006873202348
220	0.00682033348
221	0.006711562308
222	0.006654057633
223	0.006490824301
224	0.006383985202
225	0.006206210285
226	0.006137193599
227	0.006089624246
228	0.00602797446
229	0.005904650332
230	0.005865701782
231	0.005829669476
232	0.005786739223
233	0.005739207643
234	0.005658433923
235	0.005618849308
236	0.005528458805
237	0.005495154268
238	0.005426272656
239	0.005350040494
240	0.005289492308
241	0.005239482881
242	0.005174629226
243	0.005115781479
244	0.005090238524
245	0.005016588926
246	0.004970677517
247	0.004941153145
248	0.004900788372
249	0.004878195577
250	0.004831144966
251	0.004748889249
252	0.004605674857
253	0.004487700161
254	0.00446282782
255	0.004338394245
256	0.004233235171
257	0.004182813254
258	0.004042932776
259	0.004012016796
260	0.003947070506
261	0.003919845235
262	0.003894661996
263	0.003880648203
264	0.003826735796
265	0.00373838538
266	0.00366597339
267	0.00364406803
268	0.003558002857
269	0.00348520378
270	0.003455944156
271	0.003413814562
272	0.003400368838
273	0.0033781185
274	0.00331026965
275	0.003264884166
276	0.003213809542
277	0.00315834867
278	0.003100306839
279	0.003062712329
280	0.003025947373
281	0.002974903924
282	0.00295146404
283	0.002929184861
284	0.002914391279
285	0.002875572101
286	0.002839042203
287	0.002807665445
288	0.00279185989
289	0.002781294634
290	0.00276132207
291	0.002740583325
292	0.002731936902
293	0.002712989205
294	0.002657110091
295	0.002599760605
296	0.002561835975
297	0.002540989762
298	0.002519390896
299	0.002483952648
300	0.002438160955
301	0.002417571249
302	0.002365738024
303	0.002336079785
304	0.002281663582
305	0.002248566167
306	0.002221141178
307	0.002176754103
308	0.002138386372
309	0.002126772317
310	0.002107920742
311	0.002073130047
312	0.002024673678
313	0.001985545752
314	0.001940374223
315	0.001912938724
316	0.001893412995
317	0.001850950706
318	0.001831406759
319	0.001797135389
320	0.001761957783
321	0.001754264486
322	0.001721240471
323	0.001691650368
324	0.001682593115
325	0.001673601013
326	0.001645317176
327	0.001634243912
328	0.001608773734
329	0.001599400414
330	0.001580804134
331	0.001564984539
332	0.001547063987
333	0.001539284828
334	0.001531345992
335	0.001518522954
336	0.001483268431
337	0.001476376763
338	0.001448876557
339	0.001441844124
340	0.001413076764
341	0.001385925763
342	0.001373966114
343	0.00136300566
344	0.001338384065
345	0.001321623338
346	0.001307986999
347	0.001291930045
348	0.001273161792
349	0.001253229547
350	0.001229277495
351	0.001225803264
352	0.001212483141
353	0.00120587649
354	0.001202070704
355	0.001195266712
356	0.001176849654
357	0.001157692113
358	0.001142235931
359	0.001134239491
360	0.001127244265
361	0.00111892311
362	0.001114032555
363	0.001094957141
364	0.001090082037
365	0.001080268285
366	0.001074373964
367	0.00107280154
368	0.001049902017
369	0.001039050347
370	0.001028815839
371	0.001022685378
372	0.001016824216
373	0.001003496807
374	0.0009968243799
375	0.0009737836944
376	0.000967275316
377	0.0009625449281
378	0.0009457931403
379	0.0009290768879
380	0.0009189312092
381	0.0009056702942
382	0.0009008660113
383	0.0008915590517
384	0.0008645534379
385	0.0008578779524
386	0.0008501557825
387	0.0008418132681
388	0.0008369166934
389	0.0008228966189
390	0.0008097068955
391	0.0007911508093
392	0.0007838543626
393	0.0007746474403
394	0.0007614094022
395	0.0007483048423
396	0.0007370530558
397	0.0007186439634
398	0.0007052106188
399	0.000700924314
400	0.0006891928041
401	0.0006707932223
402	0.0006698407171
403	0.0006631700968
404	0.0006517204101
405	0.0006387427538
406	0.0006332200299
407	0.000621768097
408	0.0006188962482
409	0.0006161061213
